"BBL","Address","Zip Code","Year Built","Total Units","Residential Units","Rent Stabilized Units","Latest sale price","Sales (09/01/2022 - 09/30/2022)","Marshal Evictions (10/02/2022 - 10/31/2022)","HPD Complaints (09/01/2022 - 09/30/2022)","HPD Violations (10/02/2022 - 10/31/2022)","DOB Complaints (10/02/2022 - 10/29/2022)","DOB Violations (10/02/2022 - 10/31/2022)","ECB Violations (10/02/2022 - 10/31/2022)","DOB Permit Applications (10/02/2022 - 11/01/2022)","DOB Permit Issuances (10/02/2022 - 11/01/2022)","Litigations against landlords (09/01/2022 - 09/30/2022)","Housing Court Cases (10/02/2022 - 11/01/2022)"
"1011980038","14 West 85th Street","10024","1887","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012000010","43 West 86th Street","10024","1896","10","10","2","11150000","0","0","0","0","0","0","0","0","0","0","0"
"1012010110","47 West 87th Street","10024","1892","15","15","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012030005","71 West 89th Street","10024","1895","8","8","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012010140","18 West 88th Street","10024","1897","10","10","6","6200000","0","0","0","0","0","0","0","0","0","0","0"
"1012090001","721 Columbus Avenue","10025","1969","250","246","179","68000000","0","0","1","5","1","0","0","0","0","0","0"
"1012100050","136 West 80th Street","10024","1893","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012160111","145 West 85th Street","10024","1891","10","10","4","0","0","0","1","0","0","0","0","0","0","0","0"
"1012140060","160 West 84th Street","10024","1900","20","20","5","0","0","0","0","0","1","0","0","0","0","0","0"
"1011460037","104 West 75th Street","10023","1892","10","10","1","7050000","0","0","0","0","0","0","0","0","0","0","0"
"1012190022","119 West 88th Street","10024","1898","8","8","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1018920062","328 West 108th Street","10025","1899","1","1","1","7550000","0","0","0","0","0","0","0","0","0","0","0"
"1012290006","265 West 81st Street","10024","1900","36","36","5","0","0","0","0","0","0","0","1","0","0","0","0"
"1012320031","502 Amsterdam Avenue","10024","1900","24","22","4","0","0","0","0","0","0","0","0","0","0","0","1"
"1012300036","208 West 83rd Street","10024","1881","8","6","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012360029","205 West 88th Street","10024","1923","117","116","48","25900000","0","0","0","0","0","0","0","0","0","0","2"
"1012330024","211 West 85th Street","10024","1910","13","13","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1012380156","260 West 91st Street","10024","1897","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1012450040","328 West 83rd Street","10024","1901","42","42","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1012480053","344 West 87th Street","10024","1896","10","10","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1012470043","320 West 86th Street","10024","1915","32","30","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012500016","331 West 88th Street","10024","1894","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012440034","323 West 80th Street","10024","1898","9","9","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012500017","329 West 88th Street","10024","1894","10","10","1","4800000","0","0","0","0","0","0","0","0","0","0","0"
"1012480051","340 West 87th Street","10024","1925","29","29","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1011170047","34 West 65th Street","10023","1939","49","49","12","13800000","0","0","0","0","0","0","0","0","0","0","0"
"1012330033","530 Amsterdam Avenue","10024","1931","233","224","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018400033","446 Central Park West","10025","1920","35","35","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1018600031","924 Columbus Avenue","10025","1930","10","8","6","2102546","0","0","1","0","0","0","0","0","0","0","0"
"1018720108","235 West 100th Street","10025","1903","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1018600032","926 Columbus Avenue","10025","1930","9","8","5","2435907","0","0","0","0","0","0","0","0","0","0","0"
"1018700005","255 West 98th Street","10025","1913","34","34","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018760007","2721 Broadway","10025","1926","84","79","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1018780036","202 West 107th Street","10025","1925","18","18","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1012040153","58 West 91st Street","10024","1890","10","10","10","1525000","0","0","0","0","0","0","0","0","0","0","0"
"1018920016","949 West End Avenue","10025","1915","60","60","22","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460001","301 Amsterdam Avenue","10023","1886","7","6","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1011650005","269 West 73rd Street","10023","1940","18","18","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1011717508","60 Riverside Boulevard","10069","2008","263","259","345","0","0","0","0","0","0","0","0","0","0","0","0"
"1018320036","370 Central Park West","10025","1918","74","74","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012290045","2276 Broadway","10024","1910","17","16","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1018810010","245 West 109th Street","10025","1910","15","15","5","18368625","0","0","0","0","0","0","0","0","0","0","0"
"1018900063","304 West 104th Street","10025","1892","9","9","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1012507504","595 West End Avenue","10024","1923","54","54","13","0","0","0","0","0","0","0","0","0","0","0","0"
"1012170146","136 West 87th Street","10024","1890","10","10","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1018880087","276 Riverside Drive","10025","1911","97","97","30","0","0","0","0","0","0","0","0","0","0","0","0"
"1011587505","170 West End Avenue","10023","1965","488","484","27","0","0","0","0","0","0","0","0","0","0","0","0"
"1018620064","969 Amsterdam Avenue","10025","1925","13","12","4","5427218","0","0","0","0","0","0","0","0","0","0","0"
"1012110056","170 West 81st Street","10024","1927","49","45","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1012120046","130 West 82nd Street","10024","1887","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011990025","23 West 85th Street","10024","1907","6","6","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012120009","165 West 81st Street","10024","1885","8","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1011717509","50 Riverside Boulevard","10069","2013","277","274","54","0","0","0","0","0","0","0","0","0","0","0","0"
"1018760033","908 Amsterdam Avenue","10025","1926","18","16","1","0","0","0","0","0","0","0","0","0","0","0","1"
"1011700023","215 West 78th Street","10024","1926","40","40","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011230004","227 Columbus Avenue","10023","1892","12","11","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011280051","32 West 76th Street","10023","1891","1","1","6","22250000","0","0","0","0","0","0","0","0","0","0","0"
"1011630144","220 West 72nd Street","10023","1888","7","6","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012520024","308 West 93rd Street","10025","1899","48","48","47","0","0","0","0","0","0","0","0","0","0","0","0"
"1018920058","320 West 108th Street","10025","1899","14","13","1","3545000","0","0","0","0","0","0","0","0","0","0","0"
"1011650103","286 West End Avenue","10023","1889","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018427501","467 Central Park West","10025","1929","99","99","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1012410046","2512 Broadway","10025","1900","68","60","15","0","0","0","0","0","0","0","0","0","0","0","0"
"1011680010","2161 Broadway","10024","1925","84","77","17","0","0","0","0","0","0","0","0","0","0","0","0"
"1011690008","2181 Broadway","10024","1923","115","109","57","0","0","0","0","0","0","0","0","0","0","0","0"
"1012400010","2481 Broadway","10025","1925","91","86","66","60000000","0","0","12","0","0","0","0","0","0","0","3"
"1011250002","49 West 72nd Street","10023","1930","73","69","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012520025","310 West 93rd Street","10025","1908","36","36","66","0","0","0","0","0","0","0","0","0","0","0","0"
"1012490047","330 West 88th Street","10024","1893","9","9","1","4500000","0","0","0","0","0","0","0","0","0","0","0"
"1011850089","328 West 77th Street","10024","1892","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011450061","287 Amsterdam Avenue","10023","1913","156","150","9","0","0","0","0","0","0","0","0","0","0","0","0"
"1011580033","200 West 70th Street","10023","1926","233","229","90","0","0","0","0","0","2","0","0","0","0","0","0"
"1012170064","541 Amsterdam Avenue","10024","1918","89","86","4","0","0","1","0","0","0","0","0","0","0","0","0"
"1018920022","306 West 107th Street","10025","1908","10","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1018817501","504 Cathedral Parkway","10025","1909","148","148","11","0","0","0","0","0","0","0","0","0","0","0","0"
"1011260021","19 West 73rd Street","10023","1884","10","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1018380042","14 West 103rd Street","10025","1920","20","20","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1011260014","23 West 73rd Street","10023","1926","237","232","29","0","0","0","0","2","0","0","0","0","0","0","0"
"1018320006","49 West 96th Street","10025","1941","40","40","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018430022","15 West 107th Street","10025","1905","30","30","14","17052000","0","0","0","0","0","0","0","0","0","0","0"
"1018590031","101 West 104th Street","10025","1900","14","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012000001","61 West 86th Street","10024","1889","20","16","2","0","0","0","0","0","1","0","0","0","0","0","1"
"1011450011","155 West 73rd Street","10023","1882","10","10","2","0","0","0","1","0","0","0","0","0","0","0","0"
"1012520005","202 Riverside Drive","10025","1905","85","84","13","0","0","0","0","0","0","0","0","0","0","0","0"
"1011640011","247 West 72nd Street","10023","1900","21","18","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1011490042","118 West 78th Street","10024","1886","10","9","9","0","0","0","0","0","0","0","0","0","0","0","0"
"1012190059","174 West 89th Street","10024","1910","20","20","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011717511","1 West End Avenue","10023","2014","374","361","116","0","0","0","2","0","0","0","0","0","0","0","0"
"1018430017","165 Manhattan Avenue","10025","1910","24","24","9","21020581","0","0","0","0","0","0","0","0","0","0","0"
"1011700041","216 West 79th Street","10024","1894","8","7","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011970002","483 Columbus Avenue","10024","1887","19","16","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1018810009","247 West 109th Street","10025","1910","15","15","3","18368625","0","0","2","0","0","0","0","0","0","0","0"
"1011260055","42 West 74th Street","10023","1902","16","15","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1012170050","150 West 87th Street","10024","1914","41","41","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1018770025","213 West 105th Street","10025","1925","32","32","4","75000","0","0","0","0","0","0","0","0","0","0","0"
"1011950041","14 West 82nd Street","10024","1893","10","10","2","4500000","0","0","0","0","0","0","0","0","0","0","0"
"1012000025","5 West 86th Street","10024","1937","80","68","11","0","0","0","0","0","0","0","0","0","0","0","0"
"1012110121","133 West 80th Street","10024","1893","10","10","4","4500000","0","0","0","0","0","0","0","0","0","0","0"
"1012180044","136 West 88th Street","10024","1894","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012297501","203 West 81st Street","10024","1920","55","55","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012390036","654 Amsterdam Avenue","10025","1900","13","12","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1011980029","241 Central Park West","10024","1931","140","140","34","0","0","0","1","0","0","0","0","0","0","0","0"
"1012300029","460 Amsterdam Avenue","10024","1877","7","6","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012430136","202 West 96th Street","10025","1900","17","15","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1018890040","290 Riverside Drive","10025","1924","58","58","26","0","0","0","0","0","0","0","0","0","0","0","0"
"1012537503","230 Riverside Drive","10025","1931","259","259","64","0","0","0","0","0","0","0","0","0","0","0","0"
"1011850090","330 West 77th Street","10024","1892","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0"
"1018360037","4 West 101st Street","10025","1904","60","60","5","0","0","0","0","0","1","0","0","0","0","0","0"
"1012430037","204 West 96th Street","10025","1900","20","18","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1018900151","305 West 103rd Street","10025","1896","8","8","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1011130001","45 West 60th Street","10023","1981","324","322","6","0","0","0","0","0","0","0","0","0","0","0","1"
"1018870040","250 Riverside Drive","10025","1903","71","71","33","0","0","0","0","0","0","0","0","0","0","0","0"
"1011210104","69 West 68th Street","10023","1894","11","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460012","143 West 74th Street","10023","1893","10","10","3","5100000","0","0","0","0","0","0","0","0","0","0","0"
"1011220043","20 West 70th Street","10023","1892","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460013","139 West 74th Street","10023","1893","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018690035","772 Amsterdam Avenue","10025","1925","9","8","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011990042","14 West 86th Street","10024","1910","9","9","1","11700000","0","0","0","0","0","0","0","0","0","0","0"
"1012480048","332 West 87th Street","10024","1890","7","7","2","2850000","0","0","0","0","0","0","0","0","0","0","0"
"1018700042","216 West 99th Street","10025","1925","25","25","22","0","0","0","0","3","0","0","0","0","0","0","0"
"1012140018","137 West 83rd Street","10024","1900","10","10","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1018360020","4 Manhattan Avenue","10025","1900","36","36","19","7000000","0","0","0","0","0","0","0","0","0","0","0"
"1012490146","328 West 88th Street","10024","1893","9","9","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1018930023","308 West 109th Street","10025","1922","11","11","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011480061","355 Amsterdam Avenue","10024","1894","19","18","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1011500001","173 West 78th Street","10024","1929","90","84","63","0","0","0","0","0","0","0","0","0","0","0","0"
"1011450033","100 West 74th Street","10023","1887","12","8","1","0","0","0","0","0","0","1","1","0","0","0","0"
"1012270034","412 Amsterdam Avenue","10024","1895","15","13","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011620001","230 West End Avenue","10023","1927","115","114","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011210114","43 West 68th Street","10023","1894","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1018440005","71 West 108th Street","10025","1900","18","18","19","0","0","0","0","0","0","0","0","0","0","0","0"
"1011620005","267 West 70th Street","10023","1924","30","30","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1018430032","473 Central Park West","10025","1941","19","19","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1012350034","570 Amsterdam Avenue","10024","1905","13","12","5","31000000","0","0","3","0","0","0","0","0","0","0","0"
"1011270001","301 Columbus Avenue","10023","1891","28","24","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1011280006","53 West 75th Street","10023","1892","13","13","3","1500000","0","0","0","0","0","0","0","0","0","0","0"
"1011260027","7 West 73rd Street","10023","1903","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011270053","40 West 75th Street","10023","1890","10","10","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1011270047","26 West 75th Street","10023","1891","10","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1011280014","35 West 75th Street","10023","1891","13","13","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1011380061","153 Amsterdam Avenue","10023","1910","26","20","5","0","0","0","1","12","1","0","0","0","0","0","0"
"1018930021","302 West 109th Street","10025","1900","10","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1011280042","14 West 76th Street","10023","1900","13","13","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1011990045","20 West 86th Street","10024","1929","64","63","15","0","0","0","0","0","0","0","0","0","0","0","0"
"1011287503","21 West 75th Street","10023","1893","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012410061","698 West End Avenue","10025","1925","90","90","30","0","0","0","0","0","0","0","0","0","0","0","0"
"1012410106","261 West 93rd Street","10025","1897","7","7","3","184338","0","0","0","0","0","0","0","0","0","0","0"
"1018430005","69 West 107th Street","10025","1900","15","15","3","6025000","0","0","0","0","0","0","0","0","0","0","0"
"1012370017","2420 Broadway","10024","1920","164","158","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011280044","18 West 76th Street","10023","1899","24","24","16","11650000","0","0","0","0","0","0","0","0","0","0","0"
"1011980013","33 West 84th Street","10024","1887","5","5","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011290006","49 West 76th Street","10023","1893","10","9","5","2592000","0","0","0","0","0","0","0","0","0","0","0"
"1018590035","914 Columbus Avenue","10025","1920","20","17","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1011400030","182 Columbus Avenue","10023","1886","18","16","9","25100000","0","0","0","2","0","0","0","0","0","0","0"
"1011230020","25 West 70th Street","10023","1892","10","10","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1011210047","32 West 69th Street","10023","1893","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018790027","203 West 107th Street","10025","1911","28","28","18","18950000","0","0","1","13","0","0","0","0","0","0","2"
"1018750029","882 Amsterdam Avenue","10025","1900","46","42","22","10","0","0","0","0","0","0","0","0","0","0","0"
"1011420036","106 West 71st Street","10023","1886","9","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1012430033","728 Amsterdam Avenue","10025","1915","10","8","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1012430034","730 Amsterdam Avenue","10025","1900","9","8","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1018750036","892 Amsterdam Avenue","10025","1921","53","44","28","0","0","0","2","0","0","0","0","0","0","0","0"
"1011970113","41 West 83rd Street","10024","1913","38","36","13","0","0","0","1","0","0","0","0","0","0","0","0"
"1011420047","136 West 71st Street","10023","1885","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012130051","142 West 83rd Street","10024","1910","48","44","33","0","0","0","0","0","0","0","0","0","0","1","0"
"1012290041","212 West 82nd Street","10024","1900","20","20","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1011430057","160 West 72nd Street","10023","1920","9","7","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011440042","124 West 73rd Street","10023","1882","8","8","2","4150000","0","0","0","0","0","0","0","0","0","0","0"
"1011637502","235 West 71st Street","10023","1912","26","17","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012000019","21 West 86th Street","10024","1927","155","153","30","172500000","0","0","0","1","0","0","0","0","0","0","0"
"1011960043","22 West 83rd Street","10024","1889","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1012450043","332 West 83rd Street","10024","1899","9","9","3","10","0","0","0","0","0","0","0","0","0","0","0"
"1018450007","59 West 109th Street","10025","1900","24","24","24","1846671","0","0","0","0","0","0","0","0","0","0","0"
"1011210062","72 West 69th Street","10023","1893","17","15","4","60500000","0","0","0","2","0","0","0","0","0","0","0"
"1011470054","156 West 76th Street","10023","1889","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1012420009","261 West 94th Street","10025","1921","61","61","1","0","0","0","0","0","0","0","0","0","1","0","0"
"1011470055","158 West 76th Street","10023","1889","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018360021","2 Manhattan Avenue","10025","1900","17","14","3","725000","0","0","0","0","0","0","0","0","0","0","0"
"1018360036","410 Central Park West","10025","1929","99","99","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1011620016","235 West 70th Street","10023","1967","61","61","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1012450034","320 West 83rd Street","10024","1902","50","50","9","0","0","0","0","0","0","0","0","0","0","0","0"
"1012480029","545 West End Avenue","10024","1925","96","96","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018910054","921 West End Avenue","10025","1899","54","54","21","0","0","0","0","0","0","0","0","0","0","0","0"
"1018910055","929 West End Avenue","10025","1925","28","28","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1011500034","392 Columbus Avenue","10024","1881","8","7","1","10000000","0","0","0","0","0","0","0","0","0","0","0"
"1011990061","531 Columbus Avenue","10024","1906","36","31","13","0","0","0","0","0","0","0","0","0","0","0","0"
"1018400001","85 West 104th Street","10025","1925","22","16","4","0","0","1","0","0","0","0","0","0","0","0","0"
"1018400003","77 West 104th Street","10025","1926","26","25","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1018430001","961 Columbus Avenue","10025","1917","15","14","3","7595000","0","0","0","0","0","0","0","0","0","0","0"
"1018430003","965 Columbus Avenue","10025","1996","19","18","18","0","0","0","0","0","0","0","0","0","0","0","0"
"1011440105","167 West 72nd Street","10023","1884","9","7","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1011450052","150 West 74th Street","10023","1963","30","30","28","0","0","0","0","0","0","0","0","0","0","0","0"
"1018527501","808 Columbus Avenue","10025","2007","371","359","329","0","0","0","0","0","0","0","0","0","0","0","1"
"1018630061","995 Amsterdam Avenue","10025","1910","10","9","4","0","0","0","0","0","0","0","0","0","0","0","0"
"1018430004","967 Columbus Avenue","10025","1900","10","9","6","5714704","0","0","0","0","0","0","0","0","0","0","0"
"1012000002","57 West 86th Street","10024","1929","13","12","2","11400000","0","0","0","0","0","0","0","0","0","0","0"
"1018337507","805 Columbus Avenue","10025","2007","68","63","63","0","0","0","0","0","0","0","0","0","0","0","0"
"1018410061","935 Columbus Avenue","10025","1920","15","12","11","0","0","0","0","0","0","0","0","0","0","0","0"
"1018410062","933 Columbus Avenue","10025","1930","9","8","8","0","0","0","0","5","0","0","0","0","0","0","0"
"1011450041","120 West 74th Street","10023","1887","10","10","6","7050000","0","0","0","0","0","0","0","0","0","0","0"
"1018450004","67 West 109th Street","10025","1900","24","24","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1011450042","122 West 74th Street","10023","1887","10","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018710020","233 West 99th Street","10025","1930","91","87","10","0","0","0","0","0","0","0","0","0","0","0","0"
"1018750043","224 West 104th Street","10025","1926","14","12","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460022","117 West 74th Street","10023","1888","20","20","13","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460047","128 West 75th Street","10023","1890","8","8","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460048","132 West 75th Street","10023","1890","7","7","6","0","0","0","0","0","0","0","0","0","0","0","0"
"1011460055","148 West 75th Street","10023","1891","10","10","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1011620024","217 West 70th Street","10023","1894","7","7","2","3800000","0","0","0","0","0","0","0","0","0","0","0"
"1011630114","243 West 71st Street","10023","1886","7","7","3","0","0","0","0","0","0","0","0","0","0","0","0"
"1018410063","931 Columbus Avenue","10025","1900","9","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"1018410064","929 Columbus Avenue","10025","1910","14","12","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1018430063","971 Columbus Avenue","10025","1900","11","9","1","4335296","0","0","0","0","0","0","0","0","0","0","0"
"1011850050","337 West 76th Street","10023","1898","16","16","7","0","0","0","0","0","0","0","0","0","0","0","0"
"1011650059","248 West 74th Street","10023","1887","10","10","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1018410003","925 Columbus Avenue","10025","1920","17","16","16","0","0","0","0","0","0","0","0","0","0","0","0"
"1018610061","955 Amsterdam Avenue","10025","1925","14","13","11","4561519","0","0","0","0","0","0","0","0","0","0","0"
"1018700031","784 Amsterdam Avenue","10025","1920","9","8","8","1500000","0","0","0","0","0","0","0","0","0","0","0"
"1018700032","786 Amsterdam Avenue","10025","1925","11","9","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1011950048","32 West 82nd Street","10024","1926","57","57","9","0","0","0","0","5","0","0","0","0","0","0","0"
"1011970052","40 West 84th Street","10024","1917","28","28","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1018610001","941 Amsterdam Avenue","10025","1925","14","12","5","0","0","0","0","0","0","0","0","0","0","0","0"
"1018450014","350 Cathedral Parkway","10025","1906","35","35","36","8500000","0","0","0","0","0","0","0","0","0","0","0"
